payment_history,credit_utilization,length_credit_history,credit_mix,new_credit_enquiries,income_stability_index,digital_transaction_ratio,savings_ratio,platform_loyalty_months,micro_loan_repayment,age,work_experience,monthly_income,debt_to_income_ratio,number_of_platforms,avg_weekly_hours,emergency_fund_months,bank_account_age_months,credit_card_count,missed_payments_last_year,education_level,financial_literacy_score,credit_score
0.01,0.49,11,0.0,2,0.67,0.51,0.24,50,0.01,34,13,7919.79,0.52,6,29.8,12.3,28,5,4,3,0.23,365
0.0,0.51,17,0.76,1,0.67,0.2,0.17,12,0.0,64,9,7887.79,0.36,2,66.4,11.6,40,6,4,2,0.61,352
0.01,0.25,16,0.0,3,0.53,0.98,0.08,54,0.01,41,11,11248.38,0.42,3,38.6,12.5,57,0,4,1,0.76,374
0.01,0.52,12,0.01,3,1.0,0.21,0.35,45,0.0,61,9,11346.16,0.55,2,73.5,24.0,41,3,0,3,0.73,382
0.54,0.58,14,0.0,0,0.6,0.28,0.29,27,0.01,41,17,2115.65,0.82,3,37.4,19.0,89,5,10,1,0.79,354
0.82,0.61,12,0.37,0,0.31,0.34,0.28,53,0.02,45,8,3673.18,0.32,2,41.1,22.0,43,3,5,5,0.46,397
0.0,0.57,0,0.26,3,0.7,0.6,0.21,45,0.01,41,0,3619.98,0.04,4,22.8,14.0,21,1,2,1,0.86,362
0.0,0.34,16,0.0,5,0.4,0.3,0.07,13,0.02,30,9,10456.87,0.25,1,65.0,7.6,61,6,2,5,0.94,346
0.01,0.86,17,0.0,6,0.29,0.54,0.34,13,0.0,41,9,11385.07,0.39,3,42.1,16.1,41,4,2,3,0.21,361
0.95,0.79,16,0.01,6,0.81,0.91,0.42,49,0.01,53,6,1132.72,0.79,2,72.4,12.2,109,2,7,2,0.6,390
0.02,0.17,15,0.0,7,0.38,0.96,0.44,48,0.01,24,8,15000.0,0.6,6,30.5,21.2,114,3,7,1,0.9,382
0.02,0.37,16,0.0,3,0.32,0.65,0.15,50,0.01,23,7,12936.63,0.51,7,47.8,12.1,13,2,8,2,0.81,378
0.0,0.95,19,0.37,0,0.6,0.56,0.28,5,0.0,51,14,6040.22,0.35,2,24.7,12.5,76,3,6,5,0.54,334
0.98,0.28,16,0.01,0,0.6,0.64,0.21,21,0.01,39,9,3795.29,0.82,2,56.7,12.4,118,0,9,1,0.24,374
0.02,0.33,5,0.0,0,0.55,0.93,0.17,41,0.02,26,9,6887.05,0.23,2,14.3,21.9,69,3,5,2,0.32,375
0.02,0.73,0,0.71,0,0.38,0.74,0.15,18,0.45,41,0,8317.64,0.52,4,30.0,18.2,41,5,1,1,0.35,372
0.01,0.11,18,0.0,0,0.42,0.49,0.18,22,0.01,46,18,5578.31,0.11,7,35.9,17.2,22,5,6,1,0.86,392
0.05,0.79,6,0.0,6,0.59,0.54,0.45,5,0.0,31,13,7005.69,0.59,2,26.0,7.6,106,3,11,1,0.72,410
0.01,0.4,18,0.0,4,0.6,0.26,0.47,5,0.04,30,6,8055.55,0.26,3,49.3,8.4,84,3,2,5,0.88,385
0.97,0.18,0,0.56,5,0.6,0.56,0.19,5,0.01,43,9,7981.84,0.78,3,28.2,3.8,46,8,6,3,0.85,410
0.01,0.77,16,0.0,2,0.85,0.24,0.05,7,0.01,42,0,8083.32,0.84,1,54.1,12.0,48,4,2,1,0.49,376
0.02,0.24,0,0.0,4,0.6,0.86,0.28,32,0.0,41,8,5921.56,0.1,2,78.3,4.9,80,4,4,2,0.89,374
0.36,0.83,9,0.32,4,0.67,0.29,0.45,29,0.01,35,9,8022.57,0.52,7,72.7,1.2,84,4,6,3,0.28,352
0.61,0.36,16,0.01,1,0.85,0.55,0.1,33,0.95,34,11,11732.11,0.82,7,62.1,12.5,54,6,9,3,0.99,404
0.0,0.52,15,0.23,3,0.8,0.5,0.01,54,0.02,41,15,6443.28,0.6,7,48.2,8.4,21,3,6,1,0.8,345
0.55,0.36,16,0.01,3,0.8,0.55,0.43,46,0.75,29,7,12027.94,0.51,4,42.5,7.5,41,5,2,5,0.93,393
0.01,0.13,19,0.77,5,0.47,0.55,0.11,32,0.01,23,7,13124.39,0.09,7,70.7,12.1,41,2,9,5,0.77,364
0.0,0.2,5,0.35,3,0.24,0.39,0.28,11,0.03,59,2,5189.68,0.51,7,61.1,22.3,113,6,1,1,0.86,373
0.44,0.69,3,0.37,1,0.79,0.92,0.28,17,0.83,41,9,3693.74,0.51,5,48.6,16.1,68,8,11,1,0.53,412
0.0,0.77,15,0.0,4,0.52,0.56,0.24,48,0.01,38,11,7875.56,0.36,2,76.9,21.8,12,8,0,1,0.79,328
0.02,0.83,11,0.37,1,0.94,0.12,0.28,50,0.43,27,7,5774.93,0.18,1,30.7,11.9,41,1,7,4,0.28,374
0.0,0.09,2,0.01,4,0.67,0.4,0.16,30,0.02,27,11,14883.81,0.52,2,79.2,20.9,41,7,8,4,0.89,324
0.01,0.47,15,0.0,7,0.54,0.19,0.09,5,0.02,43,12,5427.44,0.23,3,19.6,17.8,7,1,4,4,0.6,352
0.01,0.51,6,0.01,3,0.65,0.55,0.06,40,0.02,26,10,13660.17,0.64,2,62.1,6.4,41,1,9,4,0.74,365
0.01,0.18,5,0.01,2,0.75,0.95,0.28,23,0.01,46,15,4706.03,0.46,7,28.5,3.5,21,3,2,5,0.99,372
0.86,0.34,11,0.51,4,0.44,0.13,0.25,5,0.01,41,19,6573.2,0.83,2,24.1,12.3,115,1,6,2,0.57,368
0.95,0.29,0,0.37,6,0.76,0.78,0.47,10,0.02,32,5,5416.72,0.4,6,32.4,12.0,17,5,2,4,0.93,382
0.02,0.26,4,0.5,4,0.9,0.76,0.28,5,0.02,51,8,9205.65,0.5,7,43.3,17.6,47,3,11,4,0.59,369
0.0,0.51,0,0.0,1,0.29,0.96,0.43,5,0.0,56,16,5780.14,0.81,4,61.1,12.3,78,3,6,1,0.96,333
0.01,0.52,14,0.01,3,0.55,0.56,0.45,5,0.0,33,14,11125.09,0.46,6,39.2,12.4,41,2,5,1,0.27,365
0.01,0.15,16,0.37,4,0.53,0.88,0.1,23,0.01,37,14,12546.62,0.31,5,33.9,11.4,82,2,1,4,0.44,382
0.0,0.26,11,0.0,2,0.95,0.4,0.28,10,0.02,49,9,5620.74,0.53,7,72.9,10.9,107,2,4,1,0.79,357
0.02,0.09,8,0.37,0,0.81,0.25,0.29,31,0.0,57,5,7342.13,0.29,2,15.3,18.5,41,0,10,1,0.59,414
0.01,0.51,16,0.01,6,0.46,0.66,0.46,56,0.01,37,5,4937.97,0.95,5,48.5,13.8,75,8,2,1,1.0,371
0.94,0.77,16,0.0,3,0.63,0.55,0.28,36,0.01,41,4,14864.17,0.28,3,29.3,21.0,45,3,2,1,0.88,358
0.01,0.5,12,0.37,3,0.76,0.28,0.38,10,0.01,49,6,8253.02,0.44,6,19.4,17.4,44,0,1,4,0.56,377
0.0,0.39,0,0.01,6,0.6,0.39,0.27,50,0.0,29,6,6472.07,0.43,6,56.5,19.0,76,3,2,1,0.59,341
0.91,0.5,6,0.01,5,0.59,1.0,0.14,34,0.02,41,9,1611.8,0.85,2,34.1,12.0,8,5,5,2,0.3,394
0.0,0.37,6,0.37,4,0.64,0.21,0.13,17,0.56,36,4,10930.5,0.53,1,49.0,5.2,88,3,4,4,0.91,348
0.01,0.28,7,0.01,2,0.43,0.56,0.4,4,0.0,30,5,10472.04,0.3,3,47.5,15.2,41,1,8,5,0.53,355
0.79,0.74,14,0.37,2,0.85,0.36,0.27,58,0.02,41,11,11235.9,0.67,7,18.7,2.4,114,7,2,1,0.32,400
0.02,0.57,2,0.53,4,0.62,0.74,0.09,5,0.0,51,2,1788.65,0.22,7,33.5,22.4,68,3,8,1,0.41,368
0.0,0.82,18,0.4,1,0.41,0.57,0.21,44,0.89,50,9,2733.02,0.57,2,72.5,12.5,46,4,6,4,0.6,341
0.0,0.72,12,0.0,7,0.57,0.9,0.06,5,0.02,51,14,7395.37,0.52,7,51.0,22.6,59,9,2,4,0.61,348
0.01,0.59,10,0.0,1,0.27,0.29,0.21,38,0.02,44,3,12501.0,0.66,1,49.3,12.9,41,3,11,1,0.92,333
0.0,0.38,12,0.69,6,0.41,0.38,0.06,59,0.0,33,4,2979.69,0.71,5,44.8,11.8,60,4,1,1,0.74,352
0.03,0.07,0,0.22,4,0.64,0.24,0.35,11,0.01,61,12,8228.32,0.93,1,15.2,22.0,29,3,7,3,0.72,393
0.01,0.87,6,0.0,3,0.64,0.72,0.1,13,0.58,52,15,12796.62,0.32,7,20.9,10.0,70,4,2,3,0.3,364
0.0,0.51,3,0.0,3,0.4,0.26,0.06,18,0.01,38,3,7979.78,0.52,4,56.1,11.5,44,5,9,1,0.55,314
0.02,0.52,18,0.01,5,0.47,0.28,0.0,14,0.0,52,6,2918.46,0.9,2,47.0,2.6,88,4,1,4,0.6,377
0.76,0.17,11,0.01,2,0.72,0.47,0.3,38,0.4,35,19,7995.24,0.83,1,67.3,2.0,83,0,11,4,0.6,425
0.66,0.77,4,0.01,0,0.24,0.76,0.29,3,0.0,29,2,7992.45,0.2,2,31.1,2.2,41,1,2,4,0.52,396
0.37,0.56,2,0.9,1,0.7,0.87,0.16,58,0.92,29,9,8268.72,0.42,2,54.0,15.3,95,1,4,4,0.27,352
0.49,0.43,10,0.37,6,0.6,0.26,0.31,5,0.94,64,8,3560.75,0.73,3,40.8,12.2,84,7,2,3,0.22,375
0.02,0.52,17,0.37,1,0.8,0.53,0.37,5,0.0,54,18,4439.78,0.97,7,52.5,4.9,10,3,9,4,0.26,383
0.0,0.73,0,0.58,0,0.6,0.29,0.32,16,0.01,50,15,7845.93,0.57,1,49.3,20.7,55,5,9,2,0.59,334
0.64,0.22,5,0.01,5,0.96,0.57,0.28,35,0.77,40,15,6428.14,0.53,2,21.7,14.6,110,9,4,1,0.44,400
0.43,0.4,12,0.01,1,0.54,0.59,0.04,56,0.9,36,2,7047.41,0.3,4,56.0,6.1,99,3,4,1,0.73,402
0.91,0.51,12,0.01,4,0.4,0.99,0.19,36,0.03,63,2,9963.92,0.06,7,29.4,0.7,79,0,2,2,0.42,376
0.01,0.4,16,0.89,1,0.82,0.65,0.01,3,0.0,35,9,6265.95,0.76,1,22.8,20.2,75,6,11,4,0.26,361
0.0,0.14,19,0.0,6,0.81,0.27,0.41,30,0.01,41,10,3573.49,0.57,2,50.5,11.7,38,6,4,3,0.97,309
0.0,0.83,11,0.01,0,0.97,0.54,0.26,5,0.01,51,6,4620.5,0.79,3,54.4,22.5,74,7,2,1,0.31,339
0.68,0.14,16,0.0,3,0.88,0.57,0.44,46,0.0,41,15,13323.47,0.13,2,16.2,12.0,55,1,3,1,0.28,400
0.0,0.7,17,0.29,6,0.53,0.15,0.15,5,0.03,52,17,7070.46,0.51,5,48.3,2.5,54,0,8,5,0.94,325
0.03,0.36,16,0.01,3,0.66,0.81,0.17,5,0.89,63,0,12664.09,0.4,1,74.4,17.0,24,5,2,5,0.61,413
0.52,0.5,3,0.01,7,0.97,0.38,0.09,30,0.0,33,6,5302.05,0.52,6,37.7,10.7,55,3,0,1,0.61,345
0.01,0.24,5,0.0,5,0.43,0.76,0.47,45,0.85,41,9,1723.31,0.86,6,59.2,12.2,76,9,7,3,0.93,348
0.72,0.5,18,0.0,6,0.73,0.28,0.44,43,0.0,19,3,2360.33,0.41,2,22.0,19.8,41,2,10,4,0.48,380
0.02,0.16,17,0.37,3,0.34,0.56,0.24,35,0.03,41,10,9261.16,0.55,5,61.2,12.5,41,6,8,5,0.8,397
0.0,0.8,19,0.0,1,0.58,0.76,0.44,28,0.0,31,7,8039.87,0.41,3,51.2,15.5,23,0,7,1,0.6,329
0.01,0.36,16,0.0,5,0.61,0.63,0.09,45,0.0,32,16,8052.94,0.12,6,47.7,0.4,86,5,2,3,0.58,393
0.37,0.21,7,0.01,2,0.71,0.22,0.47,12,0.0,45,7,10819.39,0.4,2,48.4,6.4,98,9,2,1,0.42,383
0.0,0.1,9,0.01,4,0.53,0.42,0.39,49,0.56,25,6,9067.22,0.52,2,24.2,19.2,45,6,6,4,0.61,348
0.74,0.15,3,0.25,3,0.5,0.62,0.46,3,0.02,61,14,6076.73,0.86,4,57.1,20.9,12,6,2,5,0.62,403
0.0,0.51,9,0.01,0,0.83,0.64,0.08,42,0.03,41,19,2151.56,0.56,7,26.2,7.8,41,7,9,1,0.51,357
0.72,0.66,14,0.01,7,0.3,0.89,0.1,5,0.01,28,12,8185.73,0.51,6,49.3,20.7,45,1,2,1,0.73,368
0.01,0.59,7,0.0,3,0.69,0.54,0.41,40,0.01,41,9,8062.62,0.06,2,48.7,8.7,45,4,0,1,0.28,368
0.0,0.51,2,0.88,3,0.77,0.55,0.5,5,0.01,42,2,5600.55,0.07,2,35.9,18.7,41,7,6,1,0.59,358
0.01,0.51,4,0.46,7,0.49,0.62,0.41,33,0.0,33,8,8209.02,0.51,1,75.4,17.7,41,4,9,1,0.72,347
0.02,0.51,0,0.25,6,0.28,0.27,0.48,3,0.83,27,11,1673.36,0.71,6,31.4,11.8,58,9,2,1,0.27,367
0.03,0.44,8,0.52,3,0.95,0.71,0.03,24,0.02,61,16,8681.29,0.64,2,53.3,8.5,100,7,2,1,0.87,402
0.0,0.22,15,0.67,0,0.6,0.13,0.37,31,0.01,60,9,2497.7,0.19,3,16.5,5.4,108,6,5,3,0.99,359
0.03,0.43,7,0.0,2,0.6,0.68,0.28,5,0.02,41,11,5120.94,0.5,7,48.6,22.1,118,1,3,1,0.72,408
0.0,0.85,9,0.54,7,0.23,0.58,0.04,59,0.02,40,9,7462.27,0.8,2,47.5,12.3,41,3,8,1,0.77,300
0.01,0.59,7,0.57,4,0.62,0.56,0.28,40,0.01,41,17,6252.16,0.42,2,78.6,2.8,117,1,2,4,0.51,359
0.02,0.86,18,0.01,6,0.37,0.9,0.02,11,0.71,30,1,4026.81,0.54,2,48.0,5.3,80,1,6,5,0.93,361
0.0,0.79,5,0.45,4,0.64,0.9,0.47,26,0.02,56,18,10387.69,0.53,5,18.4,16.6,73,3,9,1,0.6,351
0.0,0.27,13,0.0,6,0.7,0.53,0.2,5,0.0,29,11,13836.16,0.58,1,50.4,22.4,69,3,10,1,0.63,341
0.48,0.51,5,0.37,3,0.94,0.38,0.29,23,0.02,62,4,1327.78,0.1,6,48.4,12.5,110,7,2,1,0.5,382
0.0,0.47,8,0.0,1,0.82,0.82,0.26,3,0.45,28,12,4751.3,0.71,6,60.0,20.8,76,1,1,4,0.54,360
0.0,0.43,16,0.38,5,0.23,0.76,0.28,56,0.03,19,3,12226.23,0.3,4,36.1,12.2,27,3,1,1,0.6,358
0.01,0.63,3,0.37,3,0.24,0.22,0.43,24,0.01,43,1,8336.46,0.63,1,64.1,0.4,41,4,0,2,0.52,371
0.01,0.47,16,0.01,3,0.64,0.7,0.45,4,0.01,39,17,12619.26,0.87,1,24.9,16.7,41,6,4,1,0.91,372
0.0,0.43,16,0.6,5,0.47,0.18,0.48,30,0.01,35,9,1104.21,0.52,2,42.4,4.0,42,3,8,5,0.21,344
0.43,0.52,18,0.01,2,0.89,0.54,0.5,21,0.0,41,8,2155.35,0.99,1,62.8,12.0,27,8,6,1,0.27,392
0.01,0.51,16,0.51,0,0.34,0.93,0.23,5,0.0,50,18,7882.15,0.58,5,34.6,19.1,98,9,3,4,0.68,381
0.02,0.14,3,0.01,5,0.68,0.84,0.08,37,0.02,46,9,5228.42,0.58,7,47.8,8.2,44,4,0,4,0.41,381
0.85,0.89,13,0.37,7,0.64,0.48,0.17,20,0.0,18,2,7508.74,0.51,1,11.0,7.5,112,3,0,1,0.28,394
0.67,0.75,16,0.72,1,0.85,0.55,0.27,50,0.0,47,16,8121.68,0.66,2,67.6,12.5,6,3,3,2,0.88,378
0.86,0.52,11,0.56,2,0.83,0.77,0.29,50,0.0,19,3,2576.99,0.96,2,19.7,12.1,13,9,4,2,0.51,379
0.02,0.2,16,0.01,4,0.68,0.74,0.37,30,0.0,26,10,3855.2,0.42,4,47.6,12.4,75,3,9,1,0.61,378
0.55,0.37,16,0.0,7,0.36,0.28,0.37,5,0.03,58,0,7775.69,0.2,7,50.0,20.2,52,3,10,4,0.49,385
0.01,0.65,8,0.01,1,0.59,0.82,0.28,14,0.02,51,9,7732.17,0.1,2,22.7,19.0,87,8,2,4,0.69,367
0.48,0.52,16,0.0,5,0.89,0.53,0.29,21,0.01,49,10,7807.82,0.92,5,33.1,12.2,80,3,7,4,0.94,373
0.02,0.82,19,0.01,3,0.64,0.7,0.19,9,0.0,43,5,9791.7,0.53,2,47.6,3.3,88,0,9,4,0.81,373
0.0,0.9,18,0.37,5,0.61,0.54,0.2,59,0.02,35,9,5223.48,0.14,6,73.3,12.1,50,6,3,2,0.61,350
0.35,0.43,11,0.51,3,0.81,0.85,0.39,57,0.0,39,19,11071.2,0.34,1,69.2,7.4,60,8,2,5,0.94,399
0.0,0.89,17,0.0,1,0.93,0.4,0.56,27,0.03,22,6,10464.97,0.5,5,36.0,12.5,41,4,6,4,0.74,354
0.01,0.78,6,0.01,3,0.77,0.12,0.28,16,0.0,45,18,7933.32,0.89,2,28.0,17.6,23,2,8,5,0.61,337
0.02,0.4,3,0.0,0,0.44,0.64,0.29,44,0.01,35,9,15000.0,0.15,2,70.8,11.8,30,4,8,3,0.73,379
0.02,0.12,2,0.71,0,0.85,0.22,0.23,5,0.01,52,18,7720.7,0.49,2,72.9,10.8,115,0,9,1,0.56,385
0.02,0.67,13,0.01,3,0.55,0.53,0.28,15,0.0,41,1,4362.06,0.93,2,48.6,12.8,41,7,11,4,0.99,356
0.02,0.22,0,0.01,0,0.2,0.32,0.19,13,0.03,36,9,1197.8,0.65,3,47.1,6.6,15,8,10,4,0.6,371
0.01,0.51,11,0.0,4,0.6,0.86,0.02,5,0.02,23,7,1043.31,0.19,4,78.9,4.8,84,6,9,1,0.38,348
0.01,0.52,7,0.37,5,0.63,0.79,0.0,43,0.02,41,8,14696.1,0.74,2,76.1,3.1,69,3,1,1,0.6,370
0.73,0.51,5,0.73,1,0.4,0.55,0.44,19,0.0,36,12,14797.98,0.78,4,40.7,8.2,73,3,9,1,0.94,372
0.42,0.18,5,0.01,3,0.59,0.62,0.25,54,0.01,56,2,8478.6,0.51,1,30.1,11.7,41,5,2,2,0.79,388
0.01,0.76,10,0.0,0,0.94,0.92,0.47,46,0.02,41,12,14410.86,0.25,5,71.4,12.4,9,3,0,1,0.96,370
0.3,0.77,4,0.0,1,0.57,0.57,0.22,58,0.01,53,1,7952.49,0.14,2,42.5,20.6,35,4,2,1,0.29,370
1.0,0.65,12,0.0,0,0.61,0.84,0.44,48,0.0,41,14,7916.06,0.57,4,62.2,1.3,94,0,8,1,0.33,398
0.75,0.5,16,0.37,2,0.49,0.67,0.07,46,0.57,34,16,1414.84,0.9,3,60.7,11.5,86,1,4,2,0.62,377
0.02,0.11,15,0.37,5,0.6,0.2,0.16,9,0.01,34,9,9614.73,0.41,7,19.2,12.4,32,3,2,2,0.74,420
0.42,0.56,8,0.0,2,0.62,0.4,0.58,27,0.51,42,10,14390.72,0.38,6,37.5,10.3,80,2,8,1,0.71,352
0.0,0.51,10,0.37,7,0.94,0.41,0.02,5,0.68,33,3,10503.17,0.2,2,28.6,20.8,33,0,11,4,0.51,330
0.02,0.39,16,0.01,4,0.62,0.21,0.34,42,0.02,60,9,8014.96,0.51,5,10.3,3.5,35,3,2,1,0.75,393
0.02,0.29,13,0.01,0,0.48,0.74,0.04,48,0.03,64,13,7908.69,0.28,3,67.3,3.3,41,9,5,3,0.4,385
0.02,0.5,10,0.0,3,0.6,0.4,0.27,57,0.75,43,3,7401.9,0.23,5,34.1,16.9,48,3,2,5,0.34,384
0.01,0.07,3,0.52,1,0.7,0.41,0.35,21,0.86,21,4,2868.27,0.51,5,72.8,12.0,104,5,7,3,0.91,387
0.01,0.96,17,0.01,3,0.41,0.31,0.38,3,0.02,43,8,10186.14,0.97,2,36.8,12.4,8,1,0,1,0.42,353
0.0,0.28,18,0.01,5,0.6,0.53,0.42,5,0.81,56,19,12502.33,0.84,2,33.6,21.6,24,3,9,1,0.81,349
0.62,0.26,3,0.78,2,0.28,0.62,0.25,8,0.01,41,4,8053.46,0.45,1,50.0,5.6,95,7,2,1,0.7,391
0.0,0.84,7,0.0,5,0.78,0.18,0.48,56,0.48,27,9,5188.68,0.42,4,52.9,17.1,85,3,10,4,0.78,329
0.01,0.15,16,0.01,3,0.5,0.3,0.41,33,0.01,23,7,12690.97,0.73,2,80.0,21.4,59,7,2,2,0.6,394
0.01,0.32,18,0.0,4,0.45,0.92,0.43,5,0.02,33,14,5774.56,0.2,3,34.1,21.2,37,5,5,3,0.6,369
0.0,0.73,16,0.01,0,0.35,0.56,0.34,12,0.49,52,0,8318.67,0.51,2,10.0,10.9,55,6,10,1,0.58,335
0.01,0.87,4,0.01,6,0.94,0.19,0.06,27,0.0,27,11,5545.91,0.44,2,30.9,3.8,86,3,6,4,0.6,331
0.01,0.74,16,0.0,2,0.27,0.55,0.4,59,0.01,18,2,4011.31,0.1,7,45.5,15.4,12,6,7,5,0.43,363
0.0,0.54,2,0.01,2,0.26,0.8,0.37,49,0.0,55,7,12516.17,0.07,1,24.4,20.9,48,0,2,1,0.58,350
0.0,0.66,1,0.37,4,0.71,0.15,0.2,1,0.0,39,15,13524.82,0.15,7,42.8,22.3,112,7,5,4,0.98,341
0.01,0.12,5,0.01,1,0.38,0.69,0.03,48,0.01,43,18,7519.2,0.59,1,17.5,0.1,41,3,9,1,0.29,357
0.39,0.42,0,0.01,5,0.41,0.89,0.27,6,0.02,33,14,2444.76,0.59,3,63.0,15.9,22,1,5,3,0.27,364
0.0,0.46,0,0.41,4,0.47,0.12,0.17,5,0.01,24,8,13484.74,0.53,2,49.6,10.5,77,3,2,1,0.71,345
0.96,0.48,16,0.0,5,0.62,0.54,0.29,5,0.81,36,0,6854.01,0.66,4,28.9,12.4,33,3,5,1,0.87,388
0.0,0.29,4,0.01,3,0.44,0.21,0.05,28,0.01,35,11,12899.55,0.24,7,48.6,1.1,41,1,0,1,0.61,370
0.0,0.28,0,0.37,6,0.93,0.62,0.18,5,0.01,41,9,6729.82,0.74,5,70.9,22.7,16,3,11,1,0.6,315
0.0,0.16,3,0.37,5,0.91,0.23,0.23,5,0.75,34,13,6847.91,0.25,5,19.4,11.4,116,3,2,2,0.3,348
0.0,0.69,16,0.01,7,0.61,0.22,0.29,5,0.01,57,8,13337.97,0.53,2,40.1,7.0,41,9,7,1,0.7,333
0.7,0.51,16,0.37,4,0.87,0.3,0.2,47,0.0,58,9,4731.26,0.09,2,60.2,11.2,108,5,8,4,0.6,386
0.01,0.77,5,0.37,6,0.92,0.89,0.49,43,0.0,41,6,9538.91,0.26,2,78.7,21.3,41,4,2,5,0.75,366
0.02,0.8,8,0.01,4,0.41,0.38,0.05,5,0.01,41,9,3517.26,0.45,1,60.9,17.4,41,1,9,3,0.29,367
0.01,0.4,19,0.01,4,0.27,0.71,0.28,2,0.0,21,5,10168.44,0.21,6,48.0,9.4,77,1,5,1,0.77,382
0.65,0.82,16,0.01,4,0.61,0.54,0.28,41,0.01,41,13,4118.22,0.02,5,49.2,19.7,113,1,2,2,0.85,386
0.01,0.5,16,0.0,1,0.43,0.83,0.27,7,0.02,43,14,2324.34,0.74,5,59.4,0.7,77,5,8,1,0.28,352
0.0,0.63,0,0.0,7,0.61,0.3,0.28,25,0.0,56,3,4859.65,0.97,2,10.4,3.5,71,6,2,1,0.87,319
0.01,0.44,1,0.01,3,0.26,0.41,0.28,41,0.01,51,14,8267.62,0.91,1,10.0,12.0,65,8,1,4,0.9,353
0.01,0.5,5,0.24,3,0.92,0.87,0.21,29,0.0,28,2,2300.6,0.2,2,43.4,12.1,70,3,10,2,0.99,346
0.57,0.91,16,0.01,1,0.36,0.55,0.26,2,0.03,41,17,7702.26,0.31,3,48.7,0.5,115,3,5,4,0.42,379
0.0,0.79,16,0.01,7,0.44,0.68,0.07,41,0.0,49,12,7845.23,0.26,1,70.7,5.2,41,8,11,1,0.69,321
0.02,0.76,4,0.0,4,0.97,0.59,0.13,42,0.0,41,18,1342.79,0.51,6,76.6,12.2,75,7,10,1,0.39,349
0.39,0.89,18,0.33,1,0.9,0.2,0.28,46,0.02,36,1,7773.74,0.73,1,39.5,8.8,60,2,2,5,0.35,406
0.01,0.77,7,0.37,2,0.44,0.66,0.14,5,0.01,60,14,1093.16,0.16,3,28.7,11.8,15,7,11,1,0.31,343
0.58,0.75,16,0.01,0,0.24,0.36,0.08,20,0.0,41,9,13857.51,0.89,4,38.1,11.8,117,3,2,1,0.45,384
0.02,0.51,3,0.23,2,0.59,0.74,0.35,24,0.85,32,4,5752.11,0.67,3,73.6,19.1,33,1,9,4,0.6,367
0.01,0.84,16,0.0,7,0.3,0.39,0.29,53,0.46,48,11,1369.27,0.83,2,15.6,12.5,44,3,4,1,0.59,340
0.01,0.12,13,0.55,4,0.66,0.54,0.26,48,0.0,48,16,8012.5,0.4,1,26.2,5.7,12,2,6,1,0.85,378
0.93,0.46,19,0.37,1,0.84,0.17,0.26,5,0.89,52,7,10833.31,0.22,5,66.2,6.1,91,4,11,1,0.59,405
0.01,0.42,2,0.37,6,0.59,0.34,0.01,18,0.01,40,9,6362.41,0.08,2,25.4,1.7,41,3,6,1,0.76,354
0.0,0.55,16,0.37,4,0.6,0.16,0.41,16,0.01,38,3,13785.59,0.09,6,54.3,12.1,19,4,9,2,0.52,344
0.01,0.49,17,0.01,3,0.65,0.57,0.09,45,0.0,43,0,11531.78,0.81,4,71.8,2.2,58,3,2,1,0.59,361
0.0,0.34,10,0.82,4,0.25,0.24,0.41,5,0.0,33,9,7487.86,0.52,2,57.1,23.2,86,6,5,1,0.25,376
0.02,0.41,16,0.37,3,0.81,0.64,0.27,30,0.03,28,9,4064.81,0.58,3,48.7,4.3,41,2,2,1,0.6,401
0.02,0.21,16,0.01,7,0.66,0.32,0.1,5,0.0,53,7,2532.79,1.0,1,16.2,17.0,58,7,8,4,0.39,371
0.03,0.7,19,0.37,6,0.26,0.76,0.03,28,0.0,42,9,8198.3,0.16,6,46.7,6.2,41,3,7,1,0.84,398
0.0,0.85,16,0.69,6,0.93,0.91,0.28,15,0.0,52,0,4040.22,0.74,5,46.3,21.3,118,5,6,1,0.71,339
0.01,0.45,16,0.01,3,0.44,0.12,0.28,33,0.42,33,11,1810.75,0.9,3,60.5,2.1,102,9,4,5,0.2,376
0.0,0.42,3,0.37,4,0.23,0.24,0.39,5,0.42,41,11,2082.4,0.79,1,45.4,22.7,32,0,3,1,0.99,365
0.42,0.51,0,0.42,3,0.54,0.37,0.14,10,0.81,23,7,9210.5,0.92,2,33.3,4.6,55,7,2,1,0.88,415
0.0,0.51,16,0.01,1,0.47,0.22,0.44,20,0.0,50,19,10624.73,0.81,3,53.2,7.7,85,3,3,4,0.3,348
0.0,0.37,16,0.0,5,1.0,0.6,0.18,4,0.01,46,8,3562.99,0.9,2,56.5,21.1,41,6,2,5,0.93,352
0.0,0.34,16,0.0,3,0.5,0.43,0.14,2,0.02,38,5,10477.79,0.16,5,46.8,7.3,33,9,1,3,0.59,362
0.97,0.61,1,0.01,0,0.89,0.37,0.34,47,0.02,46,0,8333.51,0.54,5,33.9,19.5,41,2,2,1,0.58,351
0.0,0.86,16,0.01,3,0.52,0.13,0.26,8,0.01,20,4,8069.9,0.72,7,47.9,15.7,87,2,11,1,0.61,327
0.0,0.49,3,0.01,3,0.24,0.25,0.24,19,0.01,45,18,2855.92,0.02,5,78.9,21.2,22,5,1,4,0.53,350
0.0,0.28,4,0.37,4,0.8,0.54,0.03,40,0.01,61,1,10259.23,0.42,2,68.9,1.6,49,4,8,4,0.46,355
